dim,vcycle_converged_with_allocation,vcycle_time_with_allocation,vcycle_iterations_with_allocation,wcycle_converged_with_allocation,wcycle_time_with_allocation,wcycle_iterations_with_allocation,standard_converged_with_allocation,standard_time_with_allocation,standard_iterations_with_allocation,vcycle_converged_no_allocation,vcycle_time_no_allocation,vcycle_iterations_no_allocation,wcycle_converged_no_allocation,wcycle_time_no_allocation,wcycle_iterations_no_allocation,standard_converged_no_allocation,standard_time_no_allocation,standard_iterations_no_allocation,vcycle_wu,wcycle_wu,standard_wu
512,1,5.288686990737915,27,1,11.577496528625488,12,,,,1,1.1572518348693848,27,1,6.997193813323975,12,,,,223.9991455078125,155.6953125,
1024,1,10.775530815124512,27,1,21.062805891036987,11,,,,1,1.9519920349121094,27,1,11.68922734260559,11,,,,223.99978637695312,143.859375,
2048,1,31.212282419204712,28,1,48.00420594215393,10,,,,1,5.024580001831055,28,1,21.539544820785522,10,,,,231.99994468688965,131.935546875,
16,,,,,,,1,0.29627275466918945,200,,,,,,,1,0.03751206398010254,200,,,201.0
21,,,,,,,1,0.20602035522460938,300,,,,,,,1,0.04273581504821777,300,,,301.0
27,,,,,,,1,0.20889687538146973,400,,,,,,,1,0.046515464782714844,400,,,401.0
35,,,,,,,1,0.3320639133453369,800,,,,,,,1,0.06582117080688477,800,,,801.0
46,,,,,,,1,0.373945951461792,1600,,,,,,,1,0.10213398933410645,1600,,,1601.0
60,,,,,,,1,0.3370859622955322,2800,,,,,,,1,0.15567827224731445,2800,,,2801.0
78,,,,,,,1,0.43792152404785156,4600,,,,,,,1,0.23836493492126465,4600,,,4601.0
101,,,,,,,1,0.6050543785095215,7800,,,,,,,1,0.3847525119781494,7800,,,7801.0
131,,,,,,,1,0.995384931564331,13400,,,,,,,1,0.6430418491363525,13400,,,13401.0
170,,,,,,,1,1.6056172847747803,22400,,,,,,,1,1.249946117401123,22400,,,22401.0
221,,,,,,,1,3.647688627243042,38000,,,,,,,1,3.0933172702789307,38000,,,38001.0
287,,,,,,,1,8.416866302490234,64200,,,,,,,1,7.760456323623657,64200,,,64201.0
373,,,,,,,1,23.929322004318237,108600,,,,,,,1,22.8513605594635,108600,,,108601.0
485,,,,,,,1,64.05661988258362,183600,,,,,,,1,62.50182008743286,183600,,,183601.0
630,,,,,,,1,179.63814568519592,310000,,,,,,,1,177.3608319759369,310000,,,310001.0
16,1,1.3955905437469482,16,1,1.950319528579712,15,,,,1,0.29934263229370117,16,1,0.5610928535461426,15,,,,135.46875,180.0,
32,1,1.9305150508880615,23,1,2.643490791320801,17,,,,1,0.43849635124206543,23,1,0.9762570858001709,17,,,,191.8125,209.25,
64,1,2.3712966442108154,26,1,3.4693925380706787,14,,,,1,0.5778441429138184,26,1,1.4756968021392822,14,,,,215.947265625,177.1875,
128,1,3.0525002479553223,27,1,4.8562421798706055,14,,,,1,0.7222607135772705,27,1,2.4895052909851074,14,,,,223.986328125,178.59375,
256,1,3.866436243057251,27,1,7.075465679168701,13,,,,1,0.8780195713043213,27,1,3.8552494049072266,13,,,,223.99658203125,167.34375,
512,1,5.231014966964722,27,1,11.487093448638916,12,,,,1,1.141533613204956,27,1,6.831644773483276,12,,,,223.9991455078125,155.6953125,
1024,1,10.69226598739624,27,1,21.219050884246826,11,,,,1,1.9385347366333008,27,1,12.081871509552002,11,,,,223.99978637695312,143.859375,
2048,1,31.901411771774292,28,1,47.41014623641968,10,,,,1,4.996353626251221,28,1,20.21744132041931,10,,,,231.99994468688965,131.935546875,
16,,,,,,,1,0.20102739334106445,200,,,,,,,1,0.037905216217041016,200,,,201.0
21,,,,,,,1,0.2060091495513916,300,,,,,,,1,0.042853593826293945,300,,,301.0
27,,,,,,,1,0.31108760833740234,400,,,,,,,1,0.04729914665222168,400,,,401.0
35,,,,,,,1,0.2333824634552002,800,,,,,,,1,0.06544780731201172,800,,,801.0
46,,,,,,,1,0.38980841636657715,1600,,,,,,,1,0.1069784164428711,1600,,,1601.0
60,,,,,,,1,0.34398794174194336,2800,,,,,,,1,0.1591358184814453,2800,,,2801.0
78,,,,,,,1,0.5335633754730225,4600,,,,,,,1,0.23871898651123047,4600,,,4601.0
101,,,,,,,1,0.7079567909240723,7800,,,,,,,1,0.38544178009033203,7800,,,7801.0
131,,,,,,,1,0.8936009407043457,13400,,,,,,,1,0.6342809200286865,13400,,,13401.0
170,,,,,,,1,1.597585916519165,22400,,,,,,,1,1.249401569366455,22400,,,22401.0
221,,,,,,,1,3.641447067260742,38000,,,,,,,1,3.0923616886138916,38000,,,38001.0
287,,,,,,,1,8.510216236114502,64200,,,,,,,1,7.760055780410767,64200,,,64201.0
373,,,,,,,1,23.88485360145569,108600,,,,,,,1,22.847196340560913,108600,,,108601.0
485,,,,,,,1,64.04584097862244,183600,,,,,,,1,62.507453203201294,183600,,,183601.0
630,,,,,,,1,179.77422213554382,310000,,,,,,,1,177.37105131149292,310000,,,310001.0
16,1,1.3710403442382812,16,1,1.912424087524414,15,,,,1,0.2954747676849365,16,1,0.5584607124328613,15,,,,135.46875,180.0,
32,1,2.007493257522583,23,1,2.6677498817443848,17,,,,1,0.44980883598327637,23,1,0.9595060348510742,17,,,,191.8125,209.25,
64,1,2.3523800373077393,26,1,3.4672114849090576,14,,,,1,0.5750970840454102,26,1,1.4725112915039062,14,,,,215.947265625,177.1875,
128,1,3.058217763900757,27,1,4.777526378631592,14,,,,1,0.7877728939056396,27,1,2.515815019607544,14,,,,223.986328125,178.59375,
256,1,3.8652501106262207,27,1,7.249293088912964,13,,,,1,0.8818740844726562,27,1,4.024704217910767,13,,,,223.99658203125,167.34375,
512,1,5.209421634674072,27,1,11.355947494506836,12,,,,1,1.1290221214294434,27,1,6.733484745025635,12,,,,223.9991455078125,155.6953125,
1024,1,10.721662998199463,27,1,21.287153005599976,11,,,,1,1.9293370246887207,27,1,12.129482746124268,11,,,,223.99978637695312,143.859375,
2048,1,31.35810685157776,28,1,46.628655433654785,10,,,,1,5.00726056098938,28,1,20.114354133605957,10,,,,231.99994468688965,131.935546875,
16,,,,,,,1,0.2987668514251709,200,,,,,,,1,0.03807950019836426,200,,,201.0
21,,,,,,,1,0.20658469200134277,300,,,,,,,1,0.04294562339782715,300,,,301.0
27,,,,,,,1,0.3095357418060303,400,,,,,,,1,0.04766249656677246,400,,,401.0
35,,,,,,,1,0.23149418830871582,800,,,,,,,1,0.0653681755065918,800,,,801.0
46,,,,,,,1,0.27459216117858887,1600,,,,,,,1,0.1020960807800293,1600,,,1601.0
60,,,,,,,1,0.33823490142822266,2800,,,,,,,1,0.15553832054138184,2800,,,2801.0
78,,,,,,,1,0.4337930679321289,4600,,,,,,,1,0.23829030990600586,4600,,,4601.0
101,,,,,,,1,0.7097492218017578,7800,,,,,,,1,0.3964247703552246,7800,,,7801.0
131,,,,,,,1,0.930164098739624,13400,,,,,,,1,0.6417708396911621,13400,,,13401.0
170,,,,,,,1,1.6957213878631592,22400,,,,,,,1,1.2502055168151855,22400,,,22401.0
221,,,,,,,1,3.548374891281128,38000,,,,,,,1,3.0926053524017334,38000,,,38001.0
287,,,,,,,1,8.5135977268219,64200,,,,,,,1,7.7650306224823,64200,,,64201.0
373,,,,,,,1,23.88917636871338,108600,,,,,,,1,22.85115122795105,108600,,,108601.0
485,,,,,,,1,63.97514605522156,183600,,,,,,,1,62.50485134124756,183600,,,183601.0
630,,,,,,,1,179.7050621509552,310000,,,,,,,1,177.37391090393066,310000,,,310001.0
16,1,1.3691608905792236,16,1,1.9230821132659912,15,,,,1,0.2916707992553711,16,1,0.5539760589599609,15,,,,135.46875,180.0,
32,1,1.9354298114776611,23,1,2.576646566390991,17,,,,1,0.43214964866638184,23,1,0.9475607872009277,17,,,,191.8125,209.25,
64,1,2.3469855785369873,26,1,3.456984758377075,14,,,,1,0.575115442276001,26,1,1.4122061729431152,14,,,,215.947265625,177.1875,
128,1,2.978710412979126,27,1,4.791325807571411,14,,,,1,0.7204699516296387,27,1,2.4659264087677,14,,,,223.986328125,178.59375,
256,1,3.8719723224639893,27,1,7.323502063751221,13,,,,1,0.8919668197631836,27,1,3.9854090213775635,13,,,,223.99658203125,167.34375,
512,1,5.243100881576538,27,1,11.37352204322815,12,,,,1,1.1507973670959473,27,1,6.785311698913574,12,,,,223.9991455078125,155.6953125,
1024,1,10.796413898468018,27,1,20.800336599349976,11,,,,1,1.929901123046875,27,1,11.888586521148682,11,,,,223.99978637695312,143.859375,
2048,1,31.085739850997925,28,1,48.26681995391846,10,,,,1,5.0205397605896,28,1,21.577247858047485,10,,,,231.99994468688965,131.935546875,
16,,,,,,,1,0.29685425758361816,200,,,,,,,1,0.03787660598754883,200,,,201.0
21,,,,,,,1,0.20627093315124512,300,,,,,,,1,0.04272818565368652,300,,,301.0
27,,,,,,,1,0.30892133712768555,400,,,,,,,1,0.0465235710144043,400,,,401.0
35,,,,,,,1,0.3311762809753418,800,,,,,,,1,0.06524324417114258,800,,,801.0
46,,,,,,,1,0.3729560375213623,1600,,,,,,,1,0.10177850723266602,1600,,,1601.0
60,,,,,,,1,0.4311709403991699,2800,,,,,,,1,0.15478014945983887,2800,,,2801.0
78,,,,,,,1,0.53291916847229,4600,,,,,,,1,0.23825669288635254,4600,,,4601.0
101,,,,,,,1,0.7060408592224121,7800,,,,,,,1,0.3864858150482178,7800,,,7801.0
131,,,,,,,1,1.0024349689483643,13400,,,,,,,1,0.6380453109741211,13400,,,13401.0
170,,,,,,,1,1.702467918395996,22400,,,,,,,1,1.2502789497375488,22400,,,22401.0
221,,,,,,,1,3.649237632751465,38000,,,,,,,1,3.09360671043396,38000,,,38001.0
287,,,,,,,1,8.4152672290802,64200,,,,,,,1,7.764497756958008,64200,,,64201.0
373,,,,,,,1,23.79132652282715,108600,,,,,,,1,22.84704852104187,108600,,,108601.0
485,,,,,,,1,64.05466103553772,183600,,,,,,,1,62.5090708732605,183600,,,183601.0
630,,,,,,,1,179.79304337501526,310000,,,,,,,1,177.36708235740662,310000,,,310001.0
16,1,1.4004955291748047,16,1,1.9280219078063965,15,,,,1,0.29656338691711426,16,1,0.5592701435089111,15,,,,135.46875,180.0,
32,1,1.9097793102264404,23,1,2.609114408493042,17,,,,1,0.4323463439941406,23,1,0.9351012706756592,17,,,,191.8125,209.25,
64,1,2.346959352493286,26,1,3.3671627044677734,14,,,,1,0.5633618831634521,26,1,1.4567580223083496,14,,,,215.947265625,177.1875,
128,1,2.9742183685302734,27,1,4.812673807144165,14,,,,1,0.7137715816497803,27,1,2.4496870040893555,14,,,,223.986328125,178.59375,
256,1,3.8551385402679443,27,1,7.177064418792725,13,,,,1,0.8906311988830566,27,1,3.895840644836426,13,,,,223.99658203125,167.34375,
512,1,5.212684631347656,27,1,11.1604585647583,12,,,,1,1.1326091289520264,27,1,6.853684902191162,12,,,,223.9991455078125,155.6953125,
1024,1,10.631925821304321,27,1,21.346385717391968,11,,,,1,1.9290945529937744,27,1,12.141186475753784,11,,,,223.99978637695312,143.859375,
2048,1,31.06724715232849,28,1,48.25032663345337,10,,,,1,5.008450984954834,28,1,21.225610971450806,10,,,,231.99994468688965,131.935546875,
16,,,,,,,1,0.19922709465026855,200,,,,,,,1,0.03790020942687988,200,,,201.0
21,,,,,,,1,0.20598816871643066,300,,,,,,,1,0.04310774803161621,300,,,301.0
27,,,,,,,1,0.3125588893890381,400,,,,,,,1,0.04761815071105957,400,,,401.0
35,,,,,,,1,0.23572659492492676,800,,,,,,,1,0.06530499458312988,800,,,801.0
46,,,,,,,1,0.37632250785827637,1600,,,,,,,1,0.10397791862487793,1600,,,1601.0
60,,,,,,,1,0.42920851707458496,2800,,,,,,,1,0.1573324203491211,2800,,,2801.0
78,,,,,,,1,0.5269637107849121,4600,,,,,,,1,0.23681354522705078,4600,,,4601.0
101,,,,,,,1,0.7031488418579102,7800,,,,,,,1,0.38265419006347656,7800,,,7801.0
131,,,,,,,1,1.0009703636169434,13400,,,,,,,1,0.6434764862060547,13400,,,13401.0
170,,,,,,,1,1.689206600189209,22400,,,,,,,1,1.249269723892212,22400,,,22401.0
221,,,,,,,1,3.655794858932495,38000,,,,,,,1,3.0924150943756104,38000,,,38001.0
287,,,,,,,1,8.494168043136597,64200,,,,,,,1,7.762973785400391,64200,,,64201.0
373,,,,,,,1,23.826650142669678,108600,,,,,,,1,22.848798513412476,108600,,,108601.0
485,,,,,,,1,63.97369694709778,183600,,,,,,,1,62.50663423538208,183600,,,183601.0
630,,,,,,,1,179.68824005126953,310000,,,,,,,1,177.37621068954468,310000,,,310001.0
16,1,1.389186143875122,16,1,1.9190709590911865,15,,,,1,0.2980513572692871,16,1,0.5572865009307861,15,,,,135.46875,180.0,
32,1,1.9203698635101318,23,1,2.6091673374176025,17,,,,1,0.42980504035949707,23,1,0.9575419425964355,17,,,,191.8125,209.25,
64,1,2.343306064605713,26,1,3.4887044429779053,14,,,,1,0.5797121524810791,26,1,1.4443237781524658,14,,,,215.947265625,177.1875,
128,1,2.963932514190674,27,1,4.824894666671753,14,,,,1,0.7233996391296387,27,1,2.483341693878174,14,,,,223.986328125,178.59375,
256,1,3.877150535583496,27,1,7.260071754455566,13,,,,1,0.8675124645233154,27,1,3.977121353149414,13,,,,223.99658203125,167.34375,
512,1,5.241286277770996,27,1,11.04283595085144,12,,,,1,1.1456096172332764,27,1,6.416447162628174,12,,,,223.9991455078125,155.6953125,
1024,1,10.77637004852295,27,1,20.4507052898407,11,,,,1,1.9372446537017822,27,1,11.259738683700562,11,,,,223.99978637695312,143.859375,
2048,1,31.039499282836914,28,1,48.11607217788696,10,,,,1,5.005945682525635,28,1,21.57891535758972,10,,,,231.99994468688965,131.935546875,
16,,,,,,,1,0.20047736167907715,200,,,,,,,1,0.03794097900390625,200,,,201.0
21,,,,,,,1,0.30417776107788086,300,,,,,,,1,0.04412388801574707,300,,,301.0
27,,,,,,,1,0.30858778953552246,400,,,,,,,1,0.046613454818725586,400,,,401.0
35,,,,,,,1,0.33034396171569824,800,,,,,,,1,0.06562066078186035,800,,,801.0
46,,,,,,,1,0.3732278347015381,1600,,,,,,,1,0.10205364227294922,1600,,,1601.0
60,,,,,,,1,0.33886098861694336,2800,,,,,,,1,0.15614748001098633,2800,,,2801.0
78,,,,,,,1,0.5358266830444336,4600,,,,,,,1,0.23894071578979492,4600,,,4601.0
101,,,,,,,1,0.5937085151672363,7800,,,,,,,1,0.376922607421875,7800,,,7801.0
131,,,,,,,1,0.9997878074645996,13400,,,,,,,1,0.640207052230835,13400,,,13401.0
170,,,,,,,1,1.5824739933013916,22400,,,,,,,1,1.2496941089630127,22400,,,22401.0
221,,,,,,,1,3.6321704387664795,38000,,,,,,,1,3.0945639610290527,38000,,,38001.0
287,,,,,,,1,8.410772562026978,64200,,,,,,,1,7.763709545135498,64200,,,64201.0
373,,,,,,,1,23.87166690826416,108600,,,,,,,1,22.847673177719116,108600,,,108601.0
485,,,,,,,1,64.0810751914978,183600,,,,,,,1,62.50616931915283,183600,,,183601.0
630,,,,,,,1,179.62611031532288,310000,,,,,,,1,177.36941194534302,310000,,,310001.0
16,1,1.4003190994262695,16,1,1.9473586082458496,15,,,,1,0.2988929748535156,16,1,0.5582015514373779,15,,,,135.46875,180.0,
32,1,1.9148118495941162,23,1,2.585371971130371,17,,,,1,0.4276444911956787,23,1,0.9697935581207275,17,,,,191.8125,209.25,
64,1,2.357487678527832,26,1,3.491138219833374,14,,,,1,0.5814781188964844,26,1,1.4774081707000732,14,,,,215.947265625,177.1875,
128,1,2.97357439994812,27,1,4.831475019454956,14,,,,1,0.7290003299713135,27,1,2.447268009185791,14,,,,223.986328125,178.59375,
256,1,3.8867928981781006,27,1,7.093944549560547,13,,,,1,0.8928070068359375,27,1,3.98730731010437,13,,,,223.99658203125,167.34375,
512,1,5.242003679275513,27,1,11.396059036254883,12,,,,1,1.1437103748321533,27,1,6.676151990890503,12,,,,223.9991455078125,155.6953125,
1024,1,10.953245878219604,27,1,21.44645047187805,11,,,,1,1.9367175102233887,27,1,12.03527569770813,11,,,,223.99978637695312,143.859375,
2048,1,30.985986471176147,28,1,47.68402552604675,10,,,,1,5.010880947113037,28,1,21.237467765808105,10,,,,231.99994468688965,131.935546875,
16,,,,,,,1,0.29947733879089355,200,,,,,,,1,0.03797340393066406,200,,,201.0
21,,,,,,,1,0.30513620376586914,300,,,,,,,1,0.0426020622253418,300,,,301.0
27,,,,,,,1,0.30802202224731445,400,,,,,,,1,0.04696822166442871,400,,,401.0
35,,,,,,,1,0.33197522163391113,800,,,,,,,1,0.06552934646606445,800,,,801.0
46,,,,,,,1,0.3736236095428467,1600,,,,,,,1,0.10226011276245117,1600,,,1601.0
60,,,,,,,1,0.43593811988830566,2800,,,,,,,1,0.15799403190612793,2800,,,2801.0
78,,,,,,,1,0.4354720115661621,4600,,,,,,,1,0.23934078216552734,4600,,,4601.0
101,,,,,,,1,0.6965816020965576,7800,,,,,,,1,0.37839794158935547,7800,,,7801.0
131,,,,,,,1,0.9520719051361084,13400,,,,,,,1,0.644834041595459,13400,,,13401.0
170,,,,,,,1,1.6833558082580566,22400,,,,,,,1,1.2498631477355957,22400,,,22401.0
221,,,,,,,1,3.6343860626220703,38000,,,,,,,1,3.0935885906219482,38000,,,38001.0
287,,,,,,,1,8.49106216430664,64200,,,,,,,1,7.763302564620972,64200,,,64201.0
373,,,,,,,1,23.955658435821533,108600,,,,,,,1,22.852202892303467,108600,,,108601.0
485,,,,,,,1,64.052481174469,183600,,,,,,,1,62.514023780822754,183600,,,183601.0
630,,,,,,,1,179.76650094985962,310000,,,,,,,1,177.39411544799805,310000,,,310001.0
16,1,1.37428617477417,16,1,1.8972973823547363,15,,,,1,0.2915167808532715,16,1,0.554678201675415,15,,,,135.46875,180.0,
32,1,1.909902811050415,23,1,2.6373021602630615,17,,,,1,0.4389679431915283,23,1,0.9853606224060059,17,,,,191.8125,209.25,
64,1,2.362168788909912,26,1,3.471883535385132,14,,,,1,0.580852746963501,26,1,1.4657368659973145,14,,,,215.947265625,177.1875,
128,1,2.9827282428741455,27,1,4.807886838912964,14,,,,1,0.7153005599975586,27,1,2.4877328872680664,14,,,,223.986328125,178.59375,
256,1,3.8781473636627197,27,1,7.402103900909424,13,,,,1,0.9015724658966064,27,1,4.008008718490601,13,,,,223.99658203125,167.34375,
512,1,5.221209287643433,27,1,11.44651746749878,12,,,,1,1.1419990062713623,27,1,6.641777992248535,12,,,,223.9991455078125,155.6953125,
1024,1,10.843124389648438,27,1,20.78920578956604,11,,,,1,1.9350812435150146,27,1,11.620267152786255,11,,,,223.99978637695312,143.859375,
2048,1,30.995197772979736,28,1,47.98143410682678,10,,,,1,4.998986005783081,28,1,21.49032688140869,10,,,,231.99994468688965,131.935546875,
16,,,,,,,1,0.29886627197265625,200,,,,,,,1,0.03815174102783203,200,,,201.0
21,,,,,,,1,0.20454001426696777,300,,,,,,,1,0.04247426986694336,300,,,301.0
27,,,,,,,1,0.3098580837249756,400,,,,,,,1,0.04775547981262207,400,,,401.0
35,,,,,,,1,0.332244873046875,800,,,,,,,1,0.0654909610748291,800,,,801.0
46,,,,,,,1,0.2764773368835449,1600,,,,,,,1,0.10257840156555176,1600,,,1601.0
60,,,,,,,1,0.338238000869751,2800,,,,,,,1,0.1557769775390625,2800,,,2801.0
78,,,,,,,1,0.527909517288208,4600,,,,,,,1,0.23659038543701172,4600,,,4601.0
101,,,,,,,1,0.5965523719787598,7800,,,,,,,1,0.3775634765625,7800,,,7801.0
131,,,,,,,1,1.0273675918579102,13400,,,,,,,1,0.6512300968170166,13400,,,13401.0
170,,,,,,,1,1.717470645904541,22400,,,,,,,1,1.2497735023498535,22400,,,22401.0
221,,,,,,,1,3.547755241394043,38000,,,,,,,1,3.092348575592041,38000,,,38001.0
287,,,,,,,1,8.424014806747437,64200,,,,,,,1,7.762495756149292,64200,,,64201.0
373,,,,,,,1,23.81690740585327,108600,,,,,,,1,22.85513973236084,108600,,,108601.0
485,,,,,,,1,63.97092294692993,183600,,,,,,,1,62.51324105262756,183600,,,183601.0
630,,,,,,,1,179.77632904052734,310000,,,,,,,1,177.36702370643616,310000,,,310001.0
16,1,1.3958663940429688,16,1,1.9157660007476807,15,,,,1,0.29518556594848633,16,1,0.5603084564208984,15,,,,135.46875,180.0,
32,1,1.9263930320739746,23,1,2.609830856323242,17,,,,1,0.43230319023132324,23,1,0.9490416049957275,17,,,,191.8125,209.25,
64,1,2.3300399780273438,26,1,3.487165689468384,14,,,,1,0.5738942623138428,26,1,1.457782506942749,14,,,,215.947265625,177.1875,
128,1,2.976022720336914,27,1,4.822478771209717,14,,,,1,0.7141885757446289,27,1,2.529700517654419,14,,,,223.986328125,178.59375,
256,1,3.8364319801330566,27,1,7.015427589416504,13,,,,1,0.8788316249847412,27,1,3.902878761291504,13,,,,223.99658203125,167.34375,
512,1,5.307010889053345,27,1,11.563841819763184,12,,,,1,1.153822422027588,27,1,6.871846675872803,12,,,,223.9991455078125,155.6953125,
1024,1,10.795922756195068,27,1,21.487018823623657,11,,,,1,2.0207080841064453,27,1,12.152779340744019,11,,,,223.99978637695312,143.859375,
2048,1,32.94249987602234,28,1,49.05028176307678,10,,,,1,4.992455005645752,28,1,19.903844833374023,10,,,,231.99994468688965,131.935546875,
16,,,,,,,1,0.19865942001342773,200,,,,,,,1,0.037979841232299805,200,,,201.0
21,,,,,,,1,0.3055112361907959,300,,,,,,,1,0.04323315620422363,300,,,301.0
27,,,,,,,1,0.3104887008666992,400,,,,,,,1,0.0470881462097168,400,,,401.0
35,,,,,,,1,0.23358607292175293,800,,,,,,,1,0.06559586524963379,800,,,801.0
46,,,,,,,1,0.3737912178039551,1600,,,,,,,1,0.10208559036254883,1600,,,1601.0
60,,,,,,,1,0.4392695426940918,2800,,,,,,,1,0.1555795669555664,2800,,,2801.0
78,,,,,,,1,0.535170316696167,4600,,,,,,,1,0.23740100860595703,4600,,,4601.0
101,,,,,,,1,0.5989236831665039,7800,,,,,,,1,0.37847399711608887,7800,,,7801.0
131,,,,,,,1,0.992246150970459,13400,,,,,,,1,0.6395676136016846,13400,,,13401.0
170,,,,,,,1,1.6995275020599365,22400,,,,,,,1,1.2506027221679688,22400,,,22401.0
221,,,,,,,1,3.63130521774292,38000,,,,,,,1,3.0924174785614014,38000,,,38001.0
287,,,,,,,1,8.483863353729248,64200,,,,,,,1,7.764452934265137,64200,,,64201.0
373,,,,,,,1,23.899112939834595,108600,,,,,,,1,22.847349166870117,108600,,,108601.0
485,,,,,,,1,63.97197461128235,183600,,,,,,,1,62.50794982910156,183600,,,183601.0
630,,,,,,,1,179.62124681472778,310000,,,,,,,1,177.37439727783203,310000,,,310001.0
16,1,1.3807461261749268,16,1,1.9242143630981445,15,,,,1,0.29917383193969727,16,1,0.5566678047180176,15,,,,135.46875,180.0,
32,1,1.9293773174285889,23,1,2.586376190185547,17,,,,1,0.42461609840393066,23,1,0.9358851909637451,17,,,,191.8125,209.25,
64,1,2.3544154167175293,26,1,3.49391770362854,14,,,,1,0.5742325782775879,26,1,1.4812259674072266,14,,,,215.947265625,177.1875,
128,1,3.049252510070801,27,1,4.821014642715454,14,,,,1,0.7608726024627686,27,1,2.4639251232147217,14,,,,223.986328125,178.59375,
256,1,3.8564229011535645,27,1,7.192483186721802,13,,,,1,0.877140998840332,27,1,3.9190351963043213,13,,,,223.99658203125,167.34375,
512,1,5.238459587097168,27,1,11.228947162628174,12,,,,1,1.1714434623718262,27,1,6.48746657371521,12,,,,223.9991455078125,155.6953125,
1024,1,10.715951204299927,27,1,20.974674940109253,11,,,,1,1.9255800247192383,27,1,11.686736106872559,11,,,,223.99978637695312,143.859375,
2048,1,31.158607721328735,28,1,47.038739919662476,10,,,,1,5.013245582580566,28,1,20.346261501312256,10,,,,231.99994468688965,131.935546875,
16,,,,,,,1,0.29972314834594727,200,,,,,,,1,0.038278818130493164,200,,,201.0
21,,,,,,,1,0.30399632453918457,300,,,,,,,1,0.042667388916015625,300,,,301.0
27,,,,,,,1,0.309598445892334,400,,,,,,,1,0.04711151123046875,400,,,401.0
35,,,,,,,1,0.23155522346496582,800,,,,,,,1,0.06499290466308594,800,,,801.0
46,,,,,,,1,0.2722656726837158,1600,,,,,,,1,0.10117602348327637,1600,,,1601.0
60,,,,,,,1,0.4362506866455078,2800,,,,,,,1,0.15697455406188965,2800,,,2801.0
78,,,,,,,1,0.437908411026001,4600,,,,,,,1,0.2408924102783203,4600,,,4601.0
101,,,,,,,1,0.6037485599517822,7800,,,,,,,1,0.38396501541137695,7800,,,7801.0
131,,,,,,,1,0.8959252834320068,13400,,,,,,,1,0.6341474056243896,13400,,,13401.0
170,,,,,,,1,1.6860263347625732,22400,,,,,,,1,1.2495296001434326,22400,,,22401.0
221,,,,,,,1,3.6825153827667236,38000,,,,,,,1,3.0922441482543945,38000,,,38001.0
287,,,,,,,1,8.50452971458435,64200,,,,,,,1,7.761646509170532,64200,,,64201.0
373,,,,,,,1,23.892462968826294,108600,,,,,,,1,22.84923791885376,108600,,,108601.0
485,,,,,,,1,64.12526369094849,183600,,,,,,,1,62.51159977912903,183600,,,183601.0
630,,,,,,,1,179.79843616485596,310000,,,,,,,1,177.37337613105774,310000,,,310001.0
16,1,1.3962697982788086,16,1,1.9176080226898193,15,,,,1,0.2970602512359619,16,1,0.5791923999786377,15,,,,135.46875,180.0,
32,1,1.935044765472412,23,1,2.595571994781494,17,,,,1,0.4315185546875,23,1,0.9387242794036865,17,,,,191.8125,209.25,
64,1,2.355947256088257,26,1,3.4790377616882324,14,,,,1,0.5641005039215088,26,1,1.4510881900787354,14,,,,215.947265625,177.1875,
128,1,2.9834110736846924,27,1,4.827679872512817,14,,,,1,0.7171158790588379,27,1,2.4702391624450684,14,,,,223.986328125,178.59375,
256,1,3.8535947799682617,27,1,7.1110899448394775,13,,,,1,0.8753159046173096,27,1,3.8663418292999268,13,,,,223.99658203125,167.34375,
512,1,5.211903095245361,27,1,11.383573293685913,12,,,,1,1.1402339935302734,27,1,6.881423711776733,12,,,,223.9991455078125,155.6953125,
1024,1,11.072418212890625,27,1,20.826345920562744,11,,,,1,1.92000412940979,27,1,11.345015525817871,11,,,,223.99978637695312,143.859375,
2048,1,30.96747136116028,28,1,48.37311863899231,10,,,,1,5.0283074378967285,28,1,21.639641523361206,10,,,,231.99994468688965,131.935546875,
16,,,,,,,1,0.2989950180053711,200,,,,,,,1,0.03821277618408203,200,,,201.0
21,,,,,,,1,0.20332598686218262,300,,,,,,,1,0.04261374473571777,300,,,301.0
27,,,,,,,1,0.310413122177124,400,,,,,,,1,0.04714632034301758,400,,,401.0
35,,,,,,,1,0.33447265625,800,,,,,,,1,0.06587362289428711,800,,,801.0
46,,,,,,,1,0.37316012382507324,1600,,,,,,,1,0.10045647621154785,1600,,,1601.0
60,,,,,,,1,0.3378868103027344,2800,,,,,,,1,0.15566515922546387,2800,,,2801.0
78,,,,,,,1,0.43306994438171387,4600,,,,,,,1,0.23667001724243164,4600,,,4601.0
101,,,,,,,1,0.6060056686401367,7800,,,,,,,1,0.3834240436553955,7800,,,7801.0
131,,,,,,,1,1.0062084197998047,13400,,,,,,,1,0.6446011066436768,13400,,,13401.0
170,,,,,,,1,1.7020635604858398,22400,,,,,,,1,1.2520933151245117,22400,,,22401.0
221,,,,,,,1,3.551889419555664,38000,,,,,,,1,3.0927677154541016,38000,,,38001.0
287,,,,,,,1,8.512126922607422,64200,,,,,,,1,7.761572360992432,64200,,,64201.0
373,,,,,,,1,23.832470893859863,108600,,,,,,,1,22.84647297859192,108600,,,108601.0
485,,,,,,,1,64.10974502563477,183600,,,,,,,1,62.508235454559326,183600,,,183601.0
630,,,,,,,1,179.7444589138031,310000,,,,,,,1,177.38340282440186,310000,,,310001.0
