dim,vcycle_converged_with_allocation,vcycle_time_with_allocation,vcycle_iterations_with_allocation,wcycle_converged_with_allocation,wcycle_time_with_allocation,wcycle_iterations_with_allocation,standard_converged_with_allocation,standard_time_with_allocation,standard_iterations_with_allocation,vcycle_converged_no_allocation,vcycle_time_no_allocation,vcycle_iterations_no_allocation,wcycle_converged_no_allocation,wcycle_time_no_allocation,wcycle_iterations_no_allocation,standard_converged_no_allocation,standard_time_no_allocation,standard_iterations_no_allocation,vcycle_wu,wcycle_wu,standard_wu
35,,,,,,,1,0.3134276866912842,400,,,,,,,1,0.047009944915771484,400,,,401.0
46,,,,,,,1,0.23897480964660645,800,,,,,,,1,0.06403350830078125,800,,,801.0
60,,,,,,,1,0.372852087020874,1400,,,,,,,1,0.09339570999145508,1400,,,1401.0
78,,,,,,,1,0.3261444568634033,2300,,,,,,,1,0.13315296173095703,2300,,,2301.0
101,,,,,,,1,0.524930477142334,3900,,,,,,,1,0.20479202270507812,3900,,,3901.0
131,,,,,,,1,0.5907154083251953,6700,,,,,,,1,0.333895206451416,6700,,,6701.0
170,,,,,,,1,1.0778679847717285,11200,,,,,,,1,0.6393752098083496,11200,,,11201.0
221,,,,,,,1,2.0032849311828613,19000,,,,,,,1,1.5615441799163818,19000,,,19001.0
287,,,,,,,1,4.5418455600738525,32100,,,,,,,1,3.892540693283081,32100,,,32101.0
373,,,,,,,1,12.38189435005188,54300,,,,,,,1,11.441329956054688,54300,,,54301.0
485,,,,,,,1,32.72420120239258,91800,,,,,,,1,31.26062297821045,91800,,,91801.0
630,,,,,,,1,91.01669526100159,155000,,,,,,,1,88.71543979644775,155000,,,155001.0
16,1,1.3724281787872314,8,1,1.862170934677124,8,,,,1,0.2716095447540283,8,1,0.4766514301300049,8,,,,71.71875,101.25,
32,1,1.8756189346313477,12,1,2.4477920532226562,11,,,,1,0.378892183303833,12,1,0.7964599132537842,11,,,,103.8984375,139.5,
64,1,2.2701961994171143,14,1,3.2539167404174805,10,,,,1,0.5010673999786377,14,1,1.2130186557769775,10,,,,119.970703125,129.9375,
128,1,2.9084436893463135,15,1,4.17471170425415,8,,,,1,0.6365725994110107,15,1,1.8358628749847412,8,,,,127.9921875,107.15625,
256,1,3.7940351963043213,15,1,6.2114458084106445,8,,,,1,0.8017334938049316,15,1,3.006303071975708,8,,,,127.998046875,107.578125,
512,1,5.085070371627808,15,1,9.34858512878418,7,,,,1,0.9898238182067871,15,1,4.719484567642212,7,,,,127.99951171875,95.8125,
1024,1,10.25220799446106,15,1,17.785889625549316,7,,,,1,1.5197093486785889,15,1,8.574995994567871,7,,,,127.9998779296875,95.90625,
2048,1,29.715310096740723,16,1,42.577356815338135,7,,,,1,3.3724403381347656,16,1,16.2299222946167,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.2947976589202881,100,,,,,,,1,0.033731698989868164,100,,,101.0
21,,,,,,,1,0.2008366584777832,200,,,,,,,1,0.03808784484863281,200,,,201.0
27,,,,,,,1,0.2028651237487793,200,,,,,,,1,0.03767752647399902,200,,,201.0
35,,,,,,,1,0.311725378036499,400,,,,,,,1,0.04724454879760742,400,,,401.0
46,,,,,,,1,0.33518266677856445,800,,,,,,,1,0.06513285636901855,800,,,801.0
60,,,,,,,1,0.368213415145874,1400,,,,,,,1,0.09263825416564941,1400,,,1401.0
78,,,,,,,1,0.3329439163208008,2300,,,,,,,1,0.1350691318511963,2300,,,2301.0
101,,,,,,,1,0.5233418941497803,3900,,,,,,,1,0.20539474487304688,3900,,,3901.0
131,,,,,,,1,0.6974778175354004,6700,,,,,,,1,0.33262133598327637,6700,,,6701.0
170,,,,,,,1,0.981569766998291,11200,,,,,,,1,0.6419856548309326,11200,,,11201.0
221,,,,,,,1,2.0086472034454346,19000,,,,,,,1,1.5613784790039062,19000,,,19001.0
287,,,,,,,1,4.527989864349365,32100,,,,,,,1,3.8923966884613037,32100,,,32101.0
373,,,,,,,1,12.368659257888794,54300,,,,,,,1,11.433553218841553,54300,,,54301.0
485,,,,,,,1,32.83327555656433,91800,,,,,,,1,31.25808072090149,91800,,,91801.0
630,,,,,,,1,90.98418068885803,155000,,,,,,,1,88.71941018104553,155000,,,155001.0
16,1,1.4154777526855469,8,1,1.8429296016693115,8,,,,1,0.2781517505645752,8,1,0.48928403854370117,8,,,,71.71875,101.25,
32,1,1.8759217262268066,12,1,2.47652530670166,11,,,,1,0.38257622718811035,12,1,0.7993118762969971,11,,,,103.8984375,139.5,
64,1,2.2812976837158203,14,1,3.2733728885650635,10,,,,1,0.5057411193847656,14,1,1.2546792030334473,10,,,,119.970703125,129.9375,
128,1,2.904966354370117,15,1,4.159459829330444,8,,,,1,0.6332645416259766,15,1,1.7602152824401855,8,,,,127.9921875,107.15625,
256,1,3.738408327102661,15,1,6.211146593093872,8,,,,1,0.8145585060119629,15,1,2.9661338329315186,8,,,,127.998046875,107.578125,
512,1,5.091222524642944,15,1,9.262144088745117,7,,,,1,0.9905819892883301,15,1,4.911192178726196,7,,,,127.99951171875,95.8125,
1024,1,10.296450853347778,15,1,17.749666452407837,7,,,,1,1.4982237815856934,15,1,8.444765567779541,7,,,,127.9998779296875,95.90625,
2048,1,29.603809118270874,16,1,42.985615253448486,7,,,,1,3.3768362998962402,16,1,16.169559717178345,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.30759286880493164,100,,,,,,,1,0.03410768508911133,100,,,101.0
21,,,,,,,1,0.2993302345275879,200,,,,,,,1,0.03976154327392578,200,,,201.0
27,,,,,,,1,0.29929471015930176,200,,,,,,,1,0.03726649284362793,200,,,201.0
35,,,,,,,1,0.3101317882537842,400,,,,,,,1,0.04676389694213867,400,,,401.0
46,,,,,,,1,0.23807382583618164,800,,,,,,,1,0.06485533714294434,800,,,801.0
60,,,,,,,1,0.3711357116699219,1400,,,,,,,1,0.0918118953704834,1400,,,1401.0
78,,,,,,,1,0.3293788433074951,2300,,,,,,,1,0.13350272178649902,2300,,,2301.0
101,,,,,,,1,0.5223021507263184,3900,,,,,,,1,0.21276521682739258,3900,,,3901.0
131,,,,,,,1,0.7077658176422119,6700,,,,,,,1,0.3419973850250244,6700,,,6701.0
170,,,,,,,1,1.086930751800537,11200,,,,,,,1,0.6398153305053711,11200,,,11201.0
221,,,,,,,1,2.0056560039520264,19000,,,,,,,1,1.561762809753418,19000,,,19001.0
287,,,,,,,1,4.657193899154663,32100,,,,,,,1,3.8917500972747803,32100,,,32101.0
373,,,,,,,1,12.386203050613403,54300,,,,,,,1,11.43535828590393,54300,,,54301.0
485,,,,,,,1,32.82850980758667,91800,,,,,,,1,31.258461475372314,91800,,,91801.0
630,,,,,,,1,91.12578129768372,155000,,,,,,,1,88.72555994987488,155000,,,155001.0
16,1,1.3645226955413818,8,1,1.8471674919128418,8,,,,1,0.27136874198913574,8,1,0.4780268669128418,8,,,,71.71875,101.25,
32,1,1.8745872974395752,12,1,2.446152925491333,11,,,,1,0.3808751106262207,12,1,0.7967379093170166,11,,,,103.8984375,139.5,
64,1,2.2749814987182617,14,1,3.2413077354431152,10,,,,1,0.5076799392700195,14,1,1.2209692001342773,10,,,,119.970703125,129.9375,
128,1,2.914719343185425,15,1,4.118629455566406,8,,,,1,0.6389408111572266,15,1,1.7575058937072754,8,,,,127.9921875,107.15625,
256,1,3.769657611846924,15,1,6.2272727489471436,8,,,,1,0.7846653461456299,15,1,2.9652247428894043,8,,,,127.998046875,107.578125,
512,1,5.080698490142822,15,1,9.372140645980835,7,,,,1,0.9922964572906494,15,1,4.7142322063446045,7,,,,127.99951171875,95.8125,
1024,1,10.84417462348938,15,1,18.130065202713013,7,,,,1,1.5011494159698486,15,1,8.563798666000366,7,,,,127.9998779296875,95.90625,
2048,1,29.774043560028076,16,1,42.95063376426697,7,,,,1,3.3915536403656006,16,1,16.3340961933136,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.2945587635040283,100,,,,,,,1,0.03348422050476074,100,,,101.0
21,,,,,,,1,0.30060911178588867,200,,,,,,,1,0.038039207458496094,200,,,201.0
27,,,,,,,1,0.2039964199066162,200,,,,,,,1,0.03794121742248535,200,,,201.0
35,,,,,,,1,0.2137010097503662,400,,,,,,,1,0.046831369400024414,400,,,401.0
46,,,,,,,1,0.33560776710510254,800,,,,,,,1,0.06485891342163086,800,,,801.0
60,,,,,,,1,0.3715226650238037,1400,,,,,,,1,0.09251928329467773,1400,,,1401.0
78,,,,,,,1,0.42661046981811523,2300,,,,,,,1,0.13351154327392578,2300,,,2301.0
101,,,,,,,1,0.5270183086395264,3900,,,,,,,1,0.2090153694152832,3900,,,3901.0
131,,,,,,,1,0.6870744228363037,6700,,,,,,,1,0.33396267890930176,6700,,,6701.0
170,,,,,,,1,1.1006343364715576,11200,,,,,,,1,0.6400179862976074,11200,,,11201.0
221,,,,,,,1,2.121644973754883,19000,,,,,,,1,1.5616428852081299,19000,,,19001.0
287,,,,,,,1,4.532025575637817,32100,,,,,,,1,3.8916571140289307,32100,,,32101.0
373,,,,,,,1,12.38766074180603,54300,,,,,,,1,11.4335196018219,54300,,,54301.0
485,,,,,,,1,32.79395890235901,91800,,,,,,,1,31.261211395263672,91800,,,91801.0
630,,,,,,,1,91.16347026824951,155000,,,,,,,1,88.72070264816284,155000,,,155001.0
16,1,1.3633317947387695,8,1,1.8540804386138916,8,,,,1,0.2693312168121338,8,1,0.47885680198669434,8,,,,71.71875,101.25,
32,1,1.8764317035675049,12,1,2.463118076324463,11,,,,1,0.38359904289245605,12,1,0.7987115383148193,11,,,,103.8984375,139.5,
64,1,2.291396379470825,14,1,3.216222047805786,10,,,,1,0.505932092666626,14,1,1.2520380020141602,10,,,,119.970703125,129.9375,
128,1,2.9057703018188477,15,1,4.177661418914795,8,,,,1,0.6425356864929199,15,1,1.8381600379943848,8,,,,127.9921875,107.15625,
256,1,3.7748944759368896,15,1,6.200967788696289,8,,,,1,0.7928667068481445,15,1,3.0250771045684814,8,,,,127.998046875,107.578125,
512,1,5.085116147994995,15,1,9.306414365768433,7,,,,1,0.9889836311340332,15,1,4.642236232757568,7,,,,127.99951171875,95.8125,
1024,1,10.389709949493408,15,1,17.885619163513184,7,,,,1,1.5030231475830078,15,1,8.568970680236816,7,,,,127.9998779296875,95.90625,
2048,1,29.885122060775757,16,1,43.2607204914093,7,,,,1,3.3817672729492188,16,1,16.329280614852905,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.1910867691040039,100,,,,,,,1,0.03283095359802246,100,,,101.0
21,,,,,,,1,0.29987382888793945,200,,,,,,,1,0.03855323791503906,200,,,201.0
27,,,,,,,1,0.30146145820617676,200,,,,,,,1,0.03795194625854492,200,,,201.0
35,,,,,,,1,0.3128366470336914,400,,,,,,,1,0.04756593704223633,400,,,401.0
46,,,,,,,1,0.33478379249572754,800,,,,,,,1,0.0647726058959961,800,,,801.0
60,,,,,,,1,0.36958980560302734,1400,,,,,,,1,0.09186697006225586,1400,,,1401.0
78,,,,,,,1,0.3298470973968506,2300,,,,,,,1,0.13472747802734375,2300,,,2301.0
101,,,,,,,1,0.5242247581481934,3900,,,,,,,1,0.2063910961151123,3900,,,3901.0
131,,,,,,,1,0.5847947597503662,6700,,,,,,,1,0.3262159824371338,6700,,,6701.0
170,,,,,,,1,1.071610450744629,11200,,,,,,,1,0.6387476921081543,11200,,,11201.0
221,,,,,,,1,2.1265697479248047,19000,,,,,,,1,1.5606613159179688,19000,,,19001.0
287,,,,,,,1,4.627617597579956,32100,,,,,,,1,3.891239881515503,32100,,,32101.0
373,,,,,,,1,12.382771730422974,54300,,,,,,,1,11.435870170593262,54300,,,54301.0
485,,,,,,,1,32.82637643814087,91800,,,,,,,1,31.265872478485107,91800,,,91801.0
630,,,,,,,1,91.0068883895874,155000,,,,,,,1,88.69792699813843,155000,,,155001.0
16,1,1.3639376163482666,8,1,1.839843511581421,8,,,,1,0.2663099765777588,8,1,0.4754903316497803,8,,,,71.71875,101.25,
32,1,1.875436544418335,12,1,2.452740430831909,11,,,,1,0.3831522464752197,12,1,0.8058133125305176,11,,,,103.8984375,139.5,
64,1,2.300069570541382,14,1,3.2869229316711426,10,,,,1,0.5059394836425781,14,1,1.275869607925415,10,,,,119.970703125,129.9375,
128,1,2.8984262943267822,15,1,4.176714658737183,8,,,,1,0.6416668891906738,15,1,1.7386879920959473,8,,,,127.9921875,107.15625,
256,1,3.7750048637390137,15,1,6.141062021255493,8,,,,1,0.7896759510040283,15,1,2.9900906085968018,8,,,,127.998046875,107.578125,
512,1,5.130493402481079,15,1,9.115960121154785,7,,,,1,1.0031797885894775,15,1,4.473688840866089,7,,,,127.99951171875,95.8125,
1024,1,10.613386869430542,15,1,18.02827477455139,7,,,,1,1.5116617679595947,15,1,8.562033653259277,7,,,,127.9998779296875,95.90625,
2048,1,29.605252027511597,16,1,41.84960746765137,7,,,,1,3.3652517795562744,16,1,15.352166891098022,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.1949629783630371,100,,,,,,,1,0.03332710266113281,100,,,101.0
21,,,,,,,1,0.20024967193603516,200,,,,,,,1,0.03785896301269531,200,,,201.0
27,,,,,,,1,0.20188617706298828,200,,,,,,,1,0.03760194778442383,200,,,201.0
35,,,,,,,1,0.21408820152282715,400,,,,,,,1,0.04675483703613281,400,,,401.0
46,,,,,,,1,0.3348963260650635,800,,,,,,,1,0.06557083129882812,800,,,801.0
60,,,,,,,1,0.27442312240600586,1400,,,,,,,1,0.09302234649658203,1400,,,1401.0
78,,,,,,,1,0.4275014400482178,2300,,,,,,,1,0.13402223587036133,2300,,,2301.0
101,,,,,,,1,0.5282340049743652,3900,,,,,,,1,0.2073826789855957,3900,,,3901.0
131,,,,,,,1,0.6820974349975586,6700,,,,,,,1,0.33460187911987305,6700,,,6701.0
170,,,,,,,1,0.9759633541107178,11200,,,,,,,1,0.6394898891448975,11200,,,11201.0
221,,,,,,,1,2.0248873233795166,19000,,,,,,,1,1.5619432926177979,19000,,,19001.0
287,,,,,,,1,4.525577783584595,32100,,,,,,,1,3.892683744430542,32100,,,32101.0
373,,,,,,,1,12.49568223953247,54300,,,,,,,1,11.435266256332397,54300,,,54301.0
485,,,,,,,1,32.711286306381226,91800,,,,,,,1,31.260696411132812,91800,,,91801.0
630,,,,,,,1,91.10047626495361,155000,,,,,,,1,88.71916556358337,155000,,,155001.0
16,1,1.364729881286621,8,1,1.8350238800048828,8,,,,1,0.2689352035522461,8,1,0.4809393882751465,8,,,,71.71875,101.25,
32,1,1.8732507228851318,12,1,2.4581899642944336,11,,,,1,0.37567853927612305,12,1,0.8139133453369141,11,,,,103.8984375,139.5,
64,1,2.293041944503784,14,1,3.223670244216919,10,,,,1,0.5040566921234131,14,1,1.2278647422790527,10,,,,119.970703125,129.9375,
128,1,2.911017656326294,15,1,4.143712759017944,8,,,,1,0.6369051933288574,15,1,1.765930414199829,8,,,,127.9921875,107.15625,
256,1,3.7866997718811035,15,1,6.214661359786987,8,,,,1,0.7823095321655273,15,1,3.0084779262542725,8,,,,127.998046875,107.578125,
512,1,5.089048862457275,15,1,9.29246997833252,7,,,,1,0.986947774887085,15,1,4.647122859954834,7,,,,127.99951171875,95.8125,
1024,1,10.35383939743042,15,1,17.82347869873047,7,,,,1,1.4969773292541504,15,1,8.557022094726562,7,,,,127.9998779296875,95.90625,
2048,1,29.25947380065918,16,1,42.73238134384155,7,,,,1,3.3684325218200684,16,1,16.120344161987305,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.19508600234985352,100,,,,,,,1,0.033266305923461914,100,,,101.0
21,,,,,,,1,0.2994396686553955,200,,,,,,,1,0.03748035430908203,200,,,201.0
27,,,,,,,1,0.20164823532104492,200,,,,,,,1,0.037683963775634766,200,,,201.0
35,,,,,,,1,0.31142330169677734,400,,,,,,,1,0.046912431716918945,400,,,401.0
46,,,,,,,1,0.23801493644714355,800,,,,,,,1,0.06538248062133789,800,,,801.0
60,,,,,,,1,0.36678123474121094,1400,,,,,,,1,0.09054708480834961,1400,,,1401.0
78,,,,,,,1,0.4219839572906494,2300,,,,,,,1,0.1315770149230957,2300,,,2301.0
101,,,,,,,1,0.5222897529602051,3900,,,,,,,1,0.20158791542053223,3900,,,3901.0
131,,,,,,,1,0.690138578414917,6700,,,,,,,1,0.3314211368560791,6700,,,6701.0
170,,,,,,,1,1.082218885421753,11200,,,,,,,1,0.639101505279541,11200,,,11201.0
221,,,,,,,1,2.1142008304595947,19000,,,,,,,1,1.5615155696868896,19000,,,19001.0
287,,,,,,,1,4.519132852554321,32100,,,,,,,1,3.8919196128845215,32100,,,32101.0
373,,,,,,,1,12.380195140838623,54300,,,,,,,1,11.435506582260132,54300,,,54301.0
485,,,,,,,1,32.91406726837158,91800,,,,,,,1,31.260366916656494,91800,,,91801.0
630,,,,,,,1,91.084951877594,155000,,,,,,,1,88.71798491477966,155000,,,155001.0
16,1,1.3672852516174316,8,1,1.8418591022491455,8,,,,1,0.2673065662384033,8,1,0.488523006439209,8,,,,71.71875,101.25,
32,1,1.886124849319458,12,1,2.478764772415161,11,,,,1,0.3786909580230713,12,1,0.794231653213501,11,,,,103.8984375,139.5,
64,1,2.280057191848755,14,1,3.2603116035461426,10,,,,1,0.4988064765930176,14,1,1.27205491065979,10,,,,119.970703125,129.9375,
128,1,2.89497709274292,15,1,4.089690446853638,8,,,,1,0.6318786144256592,15,1,1.7364501953125,8,,,,127.9921875,107.15625,
256,1,3.7775607109069824,15,1,6.071271181106567,8,,,,1,0.7823371887207031,15,1,2.932373046875,8,,,,127.998046875,107.578125,
512,1,5.064026355743408,15,1,9.14319372177124,7,,,,1,0.9958832263946533,15,1,4.708363056182861,7,,,,127.99951171875,95.8125,
1024,1,10.30135178565979,15,1,17.625941276550293,7,,,,1,1.4963123798370361,15,1,8.474685430526733,7,,,,127.9998779296875,95.90625,
2048,1,29.18687891960144,16,1,41.87028646469116,7,,,,1,3.366670608520508,16,1,15.767668008804321,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.29294610023498535,100,,,,,,,1,0.033445119857788086,100,,,101.0
21,,,,,,,1,0.29923009872436523,200,,,,,,,1,0.03768444061279297,200,,,201.0
27,,,,,,,1,0.20065093040466309,200,,,,,,,1,0.03752589225769043,200,,,201.0
35,,,,,,,1,0.30794644355773926,400,,,,,,,1,0.04707646369934082,400,,,401.0
46,,,,,,,1,0.33528614044189453,800,,,,,,,1,0.06493091583251953,800,,,801.0
60,,,,,,,1,0.3668832778930664,1400,,,,,,,1,0.09282803535461426,1400,,,1401.0
78,,,,,,,1,0.430356502532959,2300,,,,,,,1,0.13381266593933105,2300,,,2301.0
101,,,,,,,1,0.5225512981414795,3900,,,,,,,1,0.20692706108093262,3900,,,3901.0
131,,,,,,,1,0.6804702281951904,6700,,,,,,,1,0.32846856117248535,6700,,,6701.0
170,,,,,,,1,0.9846253395080566,11200,,,,,,,1,0.6401815414428711,11200,,,11201.0
221,,,,,,,1,2.0283946990966797,19000,,,,,,,1,1.562300443649292,19000,,,19001.0
287,,,,,,,1,4.627345561981201,32100,,,,,,,1,3.8913815021514893,32100,,,32101.0
373,,,,,,,1,12.488730430603027,54300,,,,,,,1,11.434902429580688,54300,,,54301.0
485,,,,,,,1,32.79756426811218,91800,,,,,,,1,31.2586407661438,91800,,,91801.0
630,,,,,,,1,91.08678269386292,155000,,,,,,,1,88.72953653335571,155000,,,155001.0
16,1,1.3578307628631592,8,1,1.8229551315307617,8,,,,1,0.26781725883483887,8,1,0.4748365879058838,8,,,,71.71875,101.25,
32,1,1.879072666168213,12,1,2.4462296962738037,11,,,,1,0.3839876651763916,12,1,0.8043229579925537,11,,,,103.8984375,139.5,
64,1,2.284939765930176,14,1,3.2054381370544434,10,,,,1,0.5041141510009766,14,1,1.2497892379760742,10,,,,119.970703125,129.9375,
128,1,2.9031872749328613,15,1,4.192407846450806,8,,,,1,0.6303510665893555,15,1,1.8111863136291504,8,,,,127.9921875,107.15625,
256,1,3.7784595489501953,15,1,6.19780969619751,8,,,,1,0.7905850410461426,15,1,2.901555061340332,8,,,,127.998046875,107.578125,
512,1,5.109400749206543,15,1,9.122707605361938,7,,,,1,0.9809474945068359,15,1,4.461668968200684,7,,,,127.99951171875,95.8125,
1024,1,10.47388219833374,15,1,17.815592527389526,7,,,,1,1.5089421272277832,15,1,8.488688707351685,7,,,,127.9998779296875,95.90625,
2048,1,29.53315806388855,16,1,42.56499004364014,7,,,,1,3.3643829822540283,16,1,16.293664693832397,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.19383454322814941,100,,,,,,,1,0.03311657905578613,100,,,101.0
21,,,,,,,1,0.20011329650878906,200,,,,,,,1,0.03801751136779785,200,,,201.0
27,,,,,,,1,0.20876145362854004,200,,,,,,,1,0.03820228576660156,200,,,201.0
35,,,,,,,1,0.3104701042175293,400,,,,,,,1,0.0466458797454834,400,,,401.0
46,,,,,,,1,0.33565664291381836,800,,,,,,,1,0.06445479393005371,800,,,801.0
60,,,,,,,1,0.27327609062194824,1400,,,,,,,1,0.09250330924987793,1400,,,1401.0
78,,,,,,,1,0.42858290672302246,2300,,,,,,,1,0.1348404884338379,2300,,,2301.0
101,,,,,,,1,0.5184364318847656,3900,,,,,,,1,0.2047877311706543,3900,,,3901.0
131,,,,,,,1,0.599724531173706,6700,,,,,,,1,0.34769201278686523,6700,,,6701.0
170,,,,,,,1,0.990678071975708,11200,,,,,,,1,0.6397397518157959,11200,,,11201.0
221,,,,,,,1,2.1329216957092285,19000,,,,,,,1,1.5619769096374512,19000,,,19001.0
287,,,,,,,1,4.684517860412598,32100,,,,,,,1,3.8915021419525146,32100,,,32101.0
373,,,,,,,1,12.490354776382446,54300,,,,,,,1,11.433713436126709,54300,,,54301.0
485,,,,,,,1,32.80968976020813,91800,,,,,,,1,31.263832092285156,91800,,,91801.0
630,,,,,,,1,91.11856150627136,155000,,,,,,,1,88.71710562705994,155000,,,155001.0
16,1,1.3628935813903809,8,1,1.8471176624298096,8,,,,1,0.27079319953918457,8,1,0.47434306144714355,8,,,,71.71875,101.25,
32,1,1.892737865447998,12,1,2.472081422805786,11,,,,1,0.3923015594482422,12,1,0.8060891628265381,11,,,,103.8984375,139.5,
64,1,2.2930307388305664,14,1,3.2212038040161133,10,,,,1,0.5009000301361084,14,1,1.2129759788513184,10,,,,119.970703125,129.9375,
128,1,2.88811993598938,15,1,4.258360862731934,8,,,,1,0.6755053997039795,15,1,1.804269790649414,8,,,,127.9921875,107.15625,
256,1,3.7826030254364014,15,1,6.499454021453857,8,,,,1,0.8406291007995605,15,1,2.9628608226776123,8,,,,127.998046875,107.578125,
512,1,5.115275621414185,15,1,9.320258378982544,7,,,,1,1.0021989345550537,15,1,4.5338356494903564,7,,,,127.99951171875,95.8125,
1024,1,10.707772254943848,15,1,17.596754550933838,7,,,,1,1.5019283294677734,15,1,7.989116907119751,7,,,,127.9998779296875,95.90625,
2048,1,29.347429275512695,16,1,42.96089243888855,7,,,,1,3.3754396438598633,16,1,15.950079441070557,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.29511165618896484,100,,,,,,,1,0.03348493576049805,100,,,101.0
21,,,,,,,1,0.300997257232666,200,,,,,,,1,0.03832530975341797,200,,,201.0
27,,,,,,,1,0.20001459121704102,200,,,,,,,1,0.03811788558959961,200,,,201.0
35,,,,,,,1,0.31253981590270996,400,,,,,,,1,0.04688525199890137,400,,,401.0
46,,,,,,,1,0.23665380477905273,800,,,,,,,1,0.06527543067932129,800,,,801.0
60,,,,,,,1,0.3719480037689209,1400,,,,,,,1,0.09217119216918945,1400,,,1401.0
78,,,,,,,1,0.33133387565612793,2300,,,,,,,1,0.13376379013061523,2300,,,2301.0
101,,,,,,,1,0.520214319229126,3900,,,,,,,1,0.20567011833190918,3900,,,3901.0
131,,,,,,,1,0.691910982131958,6700,,,,,,,1,0.33565402030944824,6700,,,6701.0
170,,,,,,,1,1.0999443531036377,11200,,,,,,,1,0.6387300491333008,11200,,,11201.0
221,,,,,,,1,2.024041175842285,19000,,,,,,,1,1.561645746231079,19000,,,19001.0
287,,,,,,,1,4.537946701049805,32100,,,,,,,1,3.891123056411743,32100,,,32101.0
373,,,,,,,1,12.484682083129883,54300,,,,,,,1,11.434569597244263,54300,,,54301.0
485,,,,,,,1,32.80390667915344,91800,,,,,,,1,31.260626554489136,91800,,,91801.0
630,,,,,,,1,91.07917594909668,155000,,,,,,,1,88.72692656517029,155000,,,155001.0
