dim,vcycle_converged_with_allocation,vcycle_time_with_allocation,vcycle_iterations_with_allocation,wcycle_converged_with_allocation,wcycle_time_with_allocation,wcycle_iterations_with_allocation,standard_converged_with_allocation,standard_time_with_allocation,standard_iterations_with_allocation,vcycle_converged_no_allocation,vcycle_time_no_allocation,vcycle_iterations_no_allocation,wcycle_converged_no_allocation,wcycle_time_no_allocation,wcycle_iterations_no_allocation,standard_converged_no_allocation,standard_time_no_allocation,standard_iterations_no_allocation,vcycle_wu,wcycle_wu,standard_wu
16,1,1.3698532581329346,8,1,1.8392384052276611,8,,,,1,0.2702474594116211,8,1,0.4833946228027344,8,,,,71.71875,101.25,
32,1,1.8903288841247559,12,1,2.4600300788879395,11,,,,1,0.3825075626373291,12,1,0.8218188285827637,11,,,,103.8984375,139.5,
64,1,2.2757134437561035,14,1,3.2935080528259277,10,,,,1,0.5126981735229492,14,1,1.2233188152313232,10,,,,119.970703125,129.9375,
128,1,2.90679669380188,15,1,4.296415090560913,8,,,,1,0.7018578052520752,15,1,1.8200130462646484,8,,,,127.9921875,107.15625,
256,1,3.785191297531128,15,1,6.146246910095215,8,,,,1,0.7892856597900391,15,1,3.051180362701416,8,,,,127.998046875,107.578125,
512,1,5.099452018737793,15,1,9.252532720565796,7,,,,1,0.9989454746246338,15,1,4.723265171051025,7,,,,127.99951171875,95.8125,
1024,1,10.60914134979248,15,1,18.031164407730103,7,,,,1,1.5191903114318848,15,1,8.6176438331604,7,,,,127.9998779296875,95.90625,
2048,1,30.21870446205139,16,1,42.36780619621277,7,,,,1,3.371511936187744,16,1,15.096967220306396,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.29430556297302246,100,,,,,,,1,0.033536672592163086,100,,,101.0
21,,,,,,,1,0.2012786865234375,200,,,,,,,1,0.038317203521728516,200,,,201.0
27,,,,,,,1,0.29695725440979004,200,,,,,,,1,0.03756356239318848,200,,,201.0
35,,,,,,,1,0.2096693515777588,400,,,,,,,1,0.04686617851257324,400,,,401.0
46,,,,,,,1,0.3345780372619629,800,,,,,,,1,0.06464719772338867,800,,,801.0
60,,,,,,,1,0.2761037349700928,1400,,,,,,,1,0.09314227104187012,1400,,,1401.0
78,,,,,,,1,0.4267449378967285,2300,,,,,,,1,0.13207006454467773,2300,,,2301.0
101,,,,,,,1,0.426663875579834,3900,,,,,,,1,0.2058887481689453,3900,,,3901.0
131,,,,,,,1,0.6883063316345215,6700,,,,,,,1,0.33362650871276855,6700,,,6701.0
170,,,,,,,1,0.9896640777587891,11200,,,,,,,1,0.6390602588653564,11200,,,11201.0
221,,,,,,,1,2.024491786956787,19000,,,,,,,1,1.5629446506500244,19000,,,19001.0
287,,,,,,,1,4.643568992614746,32100,,,,,,,1,3.892383098602295,32100,,,32101.0
373,,,,,,,1,12.358794689178467,54300,,,,,,,1,11.444384098052979,54300,,,54301.0
485,,,,,,,1,32.70055890083313,91800,,,,,,,1,31.257985591888428,91800,,,91801.0
630,,,,,,,1,91.08933234214783,155000,,,,,,,1,88.70645713806152,155000,,,155001.0
16,1,1.3662359714508057,8,1,1.849769115447998,8,,,,1,0.2678055763244629,8,1,0.5027263164520264,8,,,,71.71875,101.25,
32,1,1.8867666721343994,12,1,2.4819397926330566,11,,,,1,0.3885667324066162,12,1,0.8355259895324707,11,,,,103.8984375,139.5,
64,1,2.2673888206481934,14,1,3.268436908721924,10,,,,1,0.513662576675415,14,1,1.2769451141357422,10,,,,119.970703125,129.9375,
128,1,2.9341821670532227,15,1,4.175744533538818,8,,,,1,0.6351375579833984,15,1,1.8775732517242432,8,,,,127.9921875,107.15625,
256,1,3.7550482749938965,15,1,6.049062967300415,8,,,,1,0.789069652557373,15,1,2.8348214626312256,8,,,,127.998046875,107.578125,
512,1,5.067116022109985,15,1,9.308918952941895,7,,,,1,0.9915704727172852,15,1,4.664225816726685,7,,,,127.99951171875,95.8125,
1024,1,10.408331394195557,15,1,17.901376724243164,7,,,,1,1.5174574851989746,15,1,8.644318342208862,7,,,,127.9998779296875,95.90625,
2048,1,29.94545340538025,16,1,43.362611532211304,7,,,,1,3.3826189041137695,16,1,16.43224811553955,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.303102970123291,100,,,,,,,1,0.03531289100646973,100,,,101.0
21,,,,,,,1,0.20395827293395996,200,,,,,,,1,0.037766218185424805,200,,,201.0
27,,,,,,,1,0.3021705150604248,200,,,,,,,1,0.0376896858215332,200,,,201.0
35,,,,,,,1,0.21163392066955566,400,,,,,,,1,0.04693150520324707,400,,,401.0
46,,,,,,,1,0.238175630569458,800,,,,,,,1,0.06564044952392578,800,,,801.0
60,,,,,,,1,0.2744128704071045,1400,,,,,,,1,0.09252119064331055,1400,,,1401.0
78,,,,,,,1,0.42601537704467773,2300,,,,,,,1,0.13342571258544922,2300,,,2301.0
101,,,,,,,1,0.5227320194244385,3900,,,,,,,1,0.20158720016479492,3900,,,3901.0
131,,,,,,,1,0.6858475208282471,6700,,,,,,,1,0.3356635570526123,6700,,,6701.0
170,,,,,,,1,1.083866834640503,11200,,,,,,,1,0.6397461891174316,11200,,,11201.0
221,,,,,,,1,2.007343053817749,19000,,,,,,,1,1.563572883605957,19000,,,19001.0
287,,,,,,,1,4.653455972671509,32100,,,,,,,1,3.89109206199646,32100,,,32101.0
373,,,,,,,1,12.422288656234741,54300,,,,,,,1,11.433912754058838,54300,,,54301.0
485,,,,,,,1,32.70712208747864,91800,,,,,,,1,31.2590069770813,91800,,,91801.0
630,,,,,,,1,91.1107759475708,155000,,,,,,,1,88.72896838188171,155000,,,155001.0
16,1,1.3678927421569824,8,1,1.8344764709472656,8,,,,1,0.2685425281524658,8,1,0.47202181816101074,8,,,,71.71875,101.25,
32,1,1.8740501403808594,12,1,2.442302703857422,11,,,,1,0.3872685432434082,12,1,0.8257591724395752,11,,,,103.8984375,139.5,
64,1,2.27787184715271,14,1,3.226022481918335,10,,,,1,0.5049903392791748,14,1,1.2208073139190674,10,,,,119.970703125,129.9375,
128,1,2.90153169631958,15,1,4.170021295547485,8,,,,1,0.648890495300293,15,1,1.8610985279083252,8,,,,127.9921875,107.15625,
256,1,3.7522923946380615,15,1,6.437807321548462,8,,,,1,0.784386396408081,15,1,2.9681050777435303,8,,,,127.998046875,107.578125,
512,1,5.069813251495361,15,1,9.272632122039795,7,,,,1,0.989814281463623,15,1,4.651030778884888,7,,,,127.99951171875,95.8125,
1024,1,10.266862154006958,15,1,17.801469564437866,7,,,,1,1.4938533306121826,15,1,8.532767057418823,7,,,,127.9998779296875,95.90625,
2048,1,30.606857776641846,16,1,42.63773322105408,7,,,,1,3.3777568340301514,16,1,14.934576034545898,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.2924773693084717,100,,,,,,,1,0.03330636024475098,100,,,101.0
21,,,,,,,1,0.19928383827209473,200,,,,,,,1,0.037897348403930664,200,,,201.0
27,,,,,,,1,0.1996777057647705,200,,,,,,,1,0.03859734535217285,200,,,201.0
35,,,,,,,1,0.21100783348083496,400,,,,,,,1,0.046053409576416016,400,,,401.0
46,,,,,,,1,0.33522558212280273,800,,,,,,,1,0.0650930404663086,800,,,801.0
60,,,,,,,1,0.37338948249816895,1400,,,,,,,1,0.09194731712341309,1400,,,1401.0
78,,,,,,,1,0.4290428161621094,2300,,,,,,,1,0.13428068161010742,2300,,,2301.0
101,,,,,,,1,0.5262246131896973,3900,,,,,,,1,0.20614957809448242,3900,,,3901.0
131,,,,,,,1,0.5881876945495605,6700,,,,,,,1,0.33759045600891113,6700,,,6701.0
170,,,,,,,1,1.0905070304870605,11200,,,,,,,1,0.6390054225921631,11200,,,11201.0
221,,,,,,,1,2.1113908290863037,19000,,,,,,,1,1.5609090328216553,19000,,,19001.0
287,,,,,,,1,4.518798828125,32100,,,,,,,1,3.8913207054138184,32100,,,32101.0
373,,,,,,,1,12.478148937225342,54300,,,,,,,1,11.439844131469727,54300,,,54301.0
485,,,,,,,1,32.83484721183777,91800,,,,,,,1,31.258528232574463,91800,,,91801.0
630,,,,,,,1,91.01701307296753,155000,,,,,,,1,88.71776986122131,155000,,,155001.0
16,1,1.3705286979675293,8,1,1.8468174934387207,8,,,,1,0.2684016227722168,8,1,0.47232651710510254,8,,,,71.71875,101.25,
32,1,1.869062900543213,12,1,2.4463651180267334,11,,,,1,0.3819313049316406,12,1,0.8057894706726074,11,,,,103.8984375,139.5,
64,1,2.27968692779541,14,1,3.2745399475097656,10,,,,1,0.5086958408355713,14,1,1.2687318325042725,10,,,,119.970703125,129.9375,
128,1,2.8955893516540527,15,1,4.190993785858154,8,,,,1,0.643779993057251,15,1,1.835965633392334,8,,,,127.9921875,107.15625,
256,1,3.7766809463500977,15,1,6.098507881164551,8,,,,1,0.7939174175262451,15,1,2.8728063106536865,8,,,,127.998046875,107.578125,
512,1,5.136871576309204,15,1,9.238593339920044,7,,,,1,1.0002245903015137,15,1,4.617675065994263,7,,,,127.99951171875,95.8125,
1024,1,10.344614744186401,15,1,17.722639799118042,7,,,,1,1.5204074382781982,15,1,8.538477897644043,7,,,,127.9998779296875,95.90625,
2048,1,29.229416847229004,16,1,42.51335787773132,7,,,,1,3.382734775543213,16,1,15.924876928329468,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.2951033115386963,100,,,,,,,1,0.033911705017089844,100,,,101.0
21,,,,,,,1,0.2988889217376709,200,,,,,,,1,0.03843998908996582,200,,,201.0
27,,,,,,,1,0.29962992668151855,200,,,,,,,1,0.03798222541809082,200,,,201.0
35,,,,,,,1,0.21485280990600586,400,,,,,,,1,0.04707050323486328,400,,,401.0
46,,,,,,,1,0.3356187343597412,800,,,,,,,1,0.06516408920288086,800,,,801.0
60,,,,,,,1,0.3729381561279297,1400,,,,,,,1,0.09349274635314941,1400,,,1401.0
78,,,,,,,1,0.430783748626709,2300,,,,,,,1,0.13454174995422363,2300,,,2301.0
101,,,,,,,1,0.41802048683166504,3900,,,,,,,1,0.20486164093017578,3900,,,3901.0
131,,,,,,,1,0.5920217037200928,6700,,,,,,,1,0.3343086242675781,6700,,,6701.0
170,,,,,,,1,1.0049009323120117,11200,,,,,,,1,0.6399662494659424,11200,,,11201.0
221,,,,,,,1,2.134958028793335,19000,,,,,,,1,1.5614395141601562,19000,,,19001.0
287,,,,,,,1,4.668511390686035,32100,,,,,,,1,3.8917903900146484,32100,,,32101.0
373,,,,,,,1,12.470874071121216,54300,,,,,,,1,11.432782173156738,54300,,,54301.0
485,,,,,,,1,32.69893503189087,91800,,,,,,,1,31.255019903182983,91800,,,91801.0
630,,,,,,,1,91.09292840957642,155000,,,,,,,1,88.72108697891235,155000,,,155001.0
16,1,1.356508731842041,8,1,1.842991590499878,8,,,,1,0.27164673805236816,8,1,0.4937310218811035,8,,,,71.71875,101.25,
32,1,1.885232925415039,12,1,2.4827277660369873,11,,,,1,0.3838844299316406,12,1,0.8230457305908203,11,,,,103.8984375,139.5,
64,1,2.2830798625946045,14,1,3.224688768386841,10,,,,1,0.5060579776763916,14,1,1.2672369480133057,10,,,,119.970703125,129.9375,
128,1,2.9021918773651123,15,1,4.102797746658325,8,,,,1,0.638629674911499,15,1,1.7401082515716553,8,,,,127.9921875,107.15625,
256,1,3.7789337635040283,15,1,6.10703444480896,8,,,,1,0.7938728332519531,15,1,2.956507682800293,8,,,,127.998046875,107.578125,
512,1,5.077383041381836,15,1,9.142782211303711,7,,,,1,0.9880318641662598,15,1,4.625137805938721,7,,,,127.99951171875,95.8125,
1024,1,10.314767599105835,15,1,17.517610788345337,7,,,,1,1.5055334568023682,15,1,8.345126867294312,7,,,,127.9998779296875,95.90625,
2048,1,29.676414728164673,16,1,42.97804045677185,7,,,,1,3.3649091720581055,16,1,16.311243534088135,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.2952611446380615,100,,,,,,,1,0.033496856689453125,100,,,101.0
21,,,,,,,1,0.30011677742004395,200,,,,,,,1,0.037995100021362305,200,,,201.0
27,,,,,,,1,0.3015437126159668,200,,,,,,,1,0.03803253173828125,200,,,201.0
35,,,,,,,1,0.21499300003051758,400,,,,,,,1,0.04741024971008301,400,,,401.0
46,,,,,,,1,0.33350467681884766,800,,,,,,,1,0.0649564266204834,800,,,801.0
60,,,,,,,1,0.37159180641174316,1400,,,,,,,1,0.09241771697998047,1400,,,1401.0
78,,,,,,,1,0.42836618423461914,2300,,,,,,,1,0.13435101509094238,2300,,,2301.0
101,,,,,,,1,0.5247774124145508,3900,,,,,,,1,0.2114720344543457,3900,,,3901.0
131,,,,,,,1,0.689462423324585,6700,,,,,,,1,0.3328573703765869,6700,,,6701.0
170,,,,,,,1,1.0834369659423828,11200,,,,,,,1,0.6400864124298096,11200,,,11201.0
221,,,,,,,1,2.023836612701416,19000,,,,,,,1,1.5614628791809082,19000,,,19001.0
287,,,,,,,1,4.67839241027832,32100,,,,,,,1,3.8919920921325684,32100,,,32101.0
373,,,,,,,1,12.463999509811401,54300,,,,,,,1,11.43620228767395,54300,,,54301.0
485,,,,,,,1,32.71999931335449,91800,,,,,,,1,31.255165100097656,91800,,,91801.0
630,,,,,,,1,91.08551454544067,155000,,,,,,,1,88.71383142471313,155000,,,155001.0
16,1,1.3676769733428955,8,1,1.8421061038970947,8,,,,1,0.26725172996520996,8,1,0.4761841297149658,8,,,,71.71875,101.25,
32,1,1.8735616207122803,12,1,2.4706244468688965,11,,,,1,0.37720227241516113,12,1,0.7905735969543457,11,,,,103.8984375,139.5,
64,1,2.303677558898926,14,1,3.261016845703125,10,,,,1,0.508960485458374,14,1,1.2713897228240967,10,,,,119.970703125,129.9375,
128,1,2.8897809982299805,15,1,4.186250925064087,8,,,,1,0.6373116970062256,15,1,1.7928199768066406,8,,,,127.9921875,107.15625,
256,1,3.766127347946167,15,1,6.12152099609375,8,,,,1,0.7872371673583984,15,1,2.9062931537628174,8,,,,127.998046875,107.578125,
512,1,5.206378698348999,15,1,9.409744024276733,7,,,,1,0.9907670021057129,15,1,4.592721462249756,7,,,,127.99951171875,95.8125,
1024,1,10.46904969215393,15,1,17.84907054901123,7,,,,1,1.5069036483764648,15,1,8.2474045753479,7,,,,127.9998779296875,95.90625,
2048,1,29.41152811050415,16,1,42.26863074302673,7,,,,1,3.3810977935791016,16,1,16.07994794845581,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.2937169075012207,100,,,,,,,1,0.033138275146484375,100,,,101.0
21,,,,,,,1,0.3006000518798828,200,,,,,,,1,0.03848743438720703,200,,,201.0
27,,,,,,,1,0.30078744888305664,200,,,,,,,1,0.03753781318664551,200,,,201.0
35,,,,,,,1,0.21467232704162598,400,,,,,,,1,0.04741382598876953,400,,,401.0
46,,,,,,,1,0.24420619010925293,800,,,,,,,1,0.06607413291931152,800,,,801.0
60,,,,,,,1,0.366901159286499,1400,,,,,,,1,0.0908803939819336,1400,,,1401.0
78,,,,,,,1,0.42922234535217285,2300,,,,,,,1,0.13487625122070312,2300,,,2301.0
101,,,,,,,1,0.4212329387664795,3900,,,,,,,1,0.20451688766479492,3900,,,3901.0
131,,,,,,,1,0.684666633605957,6700,,,,,,,1,0.33295369148254395,6700,,,6701.0
170,,,,,,,1,0.9908139705657959,11200,,,,,,,1,0.639582633972168,11200,,,11201.0
221,,,,,,,1,2.01188063621521,19000,,,,,,,1,1.562058925628662,19000,,,19001.0
287,,,,,,,1,4.638723373413086,32100,,,,,,,1,3.891876220703125,32100,,,32101.0
373,,,,,,,1,12.368562936782837,54300,,,,,,,1,11.440851211547852,54300,,,54301.0
485,,,,,,,1,32.7833251953125,91800,,,,,,,1,31.254977464675903,91800,,,91801.0
630,,,,,,,1,91.10119676589966,155000,,,,,,,1,88.7240424156189,155000,,,155001.0
16,1,1.3642854690551758,8,1,1.852452278137207,8,,,,1,0.26969337463378906,8,1,0.47832202911376953,8,,,,71.71875,101.25,
32,1,1.920560598373413,12,1,2.4644501209259033,11,,,,1,0.3841691017150879,12,1,0.8017578125,11,,,,103.8984375,139.5,
64,1,2.292996406555176,14,1,3.2876813411712646,10,,,,1,0.5093896389007568,14,1,1.2167019844055176,10,,,,119.970703125,129.9375,
128,1,2.901583194732666,15,1,4.167875528335571,8,,,,1,0.6489357948303223,15,1,1.7738523483276367,8,,,,127.9921875,107.15625,
256,1,3.7544634342193604,15,1,6.086226940155029,8,,,,1,0.7883987426757812,15,1,2.9894471168518066,8,,,,127.998046875,107.578125,
512,1,5.060106039047241,15,1,9.156866788864136,7,,,,1,0.9891135692596436,15,1,4.578152656555176,7,,,,127.99951171875,95.8125,
1024,1,10.487795114517212,15,1,17.925553798675537,7,,,,1,1.51713228225708,15,1,8.517296314239502,7,,,,127.9998779296875,95.90625,
2048,1,29.58076024055481,16,1,43.17176055908203,7,,,,1,3.372205972671509,16,1,16.245893955230713,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.19411110877990723,100,,,,,,,1,0.033078908920288086,100,,,101.0
21,,,,,,,1,0.2014315128326416,200,,,,,,,1,0.038155317306518555,200,,,201.0
27,,,,,,,1,0.30120348930358887,200,,,,,,,1,0.0392756462097168,200,,,201.0
35,,,,,,,1,0.2139132022857666,400,,,,,,,1,0.04709768295288086,400,,,401.0
46,,,,,,,1,0.23767566680908203,800,,,,,,,1,0.06579947471618652,800,,,801.0
60,,,,,,,1,0.27063798904418945,1400,,,,,,,1,0.09170842170715332,1400,,,1401.0
78,,,,,,,1,0.42774128913879395,2300,,,,,,,1,0.13434123992919922,2300,,,2301.0
101,,,,,,,1,0.42534494400024414,3900,,,,,,,1,0.20578551292419434,3900,,,3901.0
131,,,,,,,1,0.5960218906402588,6700,,,,,,,1,0.33506059646606445,6700,,,6701.0
170,,,,,,,1,1.0060434341430664,11200,,,,,,,1,0.6388282775878906,11200,,,11201.0
221,,,,,,,1,2.028942108154297,19000,,,,,,,1,1.5612576007843018,19000,,,19001.0
287,,,,,,,1,4.5449841022491455,32100,,,,,,,1,3.890204429626465,32100,,,32101.0
373,,,,,,,1,12.48637080192566,54300,,,,,,,1,11.438527822494507,54300,,,54301.0
485,,,,,,,1,32.87183952331543,91800,,,,,,,1,31.254465579986572,91800,,,91801.0
630,,,,,,,1,91.13080310821533,155000,,,,,,,1,88.72300171852112,155000,,,155001.0
16,1,1.3613579273223877,8,1,1.8454811573028564,8,,,,1,0.27239990234375,8,1,0.480541467666626,8,,,,71.71875,101.25,
32,1,1.8813941478729248,12,1,2.4510536193847656,11,,,,1,0.3913300037384033,12,1,0.8267483711242676,11,,,,103.8984375,139.5,
64,1,2.287665367126465,14,1,3.2354328632354736,10,,,,1,0.5104026794433594,14,1,1.2805039882659912,10,,,,119.970703125,129.9375,
128,1,2.893688678741455,15,1,4.097358703613281,8,,,,1,0.639406681060791,15,1,1.8192224502563477,8,,,,127.9921875,107.15625,
256,1,3.7911713123321533,15,1,6.220117568969727,8,,,,1,0.7972562313079834,15,1,2.9660184383392334,8,,,,127.998046875,107.578125,
512,1,5.0761332511901855,15,1,9.31124758720398,7,,,,1,0.9844591617584229,15,1,4.568421363830566,7,,,,127.99951171875,95.8125,
1024,1,10.664517879486084,15,1,17.38844060897827,7,,,,1,1.5217466354370117,15,1,7.991099834442139,7,,,,127.9998779296875,95.90625,
2048,1,29.41186022758484,16,1,42.77745962142944,7,,,,1,3.3795626163482666,16,1,16.208204746246338,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.1978754997253418,100,,,,,,,1,0.03462076187133789,100,,,101.0
21,,,,,,,1,0.1980881690979004,200,,,,,,,1,0.038488149642944336,200,,,201.0
27,,,,,,,1,0.3023989200592041,200,,,,,,,1,0.03792858123779297,200,,,201.0
35,,,,,,,1,0.31328654289245605,400,,,,,,,1,0.046688079833984375,400,,,401.0
46,,,,,,,1,0.3338594436645508,800,,,,,,,1,0.06470012664794922,800,,,801.0
60,,,,,,,1,0.3707873821258545,1400,,,,,,,1,0.09235048294067383,1400,,,1401.0
78,,,,,,,1,0.4253363609313965,2300,,,,,,,1,0.13327336311340332,2300,,,2301.0
101,,,,,,,1,0.5198419094085693,3900,,,,,,,1,0.20050787925720215,3900,,,3901.0
131,,,,,,,1,0.7158617973327637,6700,,,,,,,1,0.34186840057373047,6700,,,6701.0
170,,,,,,,1,1.083871841430664,11200,,,,,,,1,0.6399493217468262,11200,,,11201.0
221,,,,,,,1,2.0251240730285645,19000,,,,,,,1,1.561098575592041,19000,,,19001.0
287,,,,,,,1,4.636594772338867,32100,,,,,,,1,3.891585111618042,32100,,,32101.0
373,,,,,,,1,12.4883451461792,54300,,,,,,,1,11.444820404052734,54300,,,54301.0
485,,,,,,,1,32.79181098937988,91800,,,,,,,1,31.254618883132935,91800,,,91801.0
630,,,,,,,1,90.98695874214172,155000,,,,,,,1,88.71604323387146,155000,,,155001.0
16,1,1.3560168743133545,8,1,1.8392033576965332,8,,,,1,0.2669825553894043,8,1,0.47066593170166016,8,,,,71.71875,101.25,
32,1,1.8861684799194336,12,1,2.4524784088134766,11,,,,1,0.3855729103088379,12,1,0.8052084445953369,11,,,,103.8984375,139.5,
64,1,2.2691965103149414,14,1,3.197051763534546,10,,,,1,0.5004115104675293,14,1,1.2678191661834717,10,,,,119.970703125,129.9375,
128,1,2.8948822021484375,15,1,4.204611778259277,8,,,,1,0.6370527744293213,15,1,1.8305292129516602,8,,,,127.9921875,107.15625,
256,1,3.765061855316162,15,1,6.151533842086792,8,,,,1,0.7834494113922119,15,1,2.956132411956787,8,,,,127.998046875,107.578125,
512,1,5.081080675125122,15,1,9.366614580154419,7,,,,1,1.0048801898956299,15,1,4.700180530548096,7,,,,127.99951171875,95.8125,
1024,1,10.328788042068481,15,1,17.730095386505127,7,,,,1,1.5085160732269287,15,1,8.793254852294922,7,,,,127.9998779296875,95.90625,
2048,1,29.402815580368042,16,1,42.63214039802551,7,,,,1,3.401078701019287,16,1,16.224474906921387,7,,,,135.99996757507324,95.953125,
16,,,,,,,1,0.2918705940246582,100,,,,,,,1,0.03319954872131348,100,,,101.0
21,,,,,,,1,0.2993624210357666,200,,,,,,,1,0.037897586822509766,200,,,201.0
27,,,,,,,1,0.29996228218078613,200,,,,,,,1,0.03725743293762207,200,,,201.0
