dim,vcycle_converged_with_allocation,vcycle_time_with_allocation,vcycle_iterations_with_allocation,wcycle_converged_with_allocation,wcycle_time_with_allocation,wcycle_iterations_with_allocation,standard_converged_with_allocation,standard_time_with_allocation,standard_iterations_with_allocation,vcycle_converged_no_allocation,vcycle_time_no_allocation,vcycle_iterations_no_allocation,wcycle_converged_no_allocation,wcycle_time_no_allocation,wcycle_iterations_no_allocation,standard_converged_no_allocation,standard_time_no_allocation,standard_iterations_no_allocation,vcycle_wu,wcycle_wu,standard_wu
64,1,2.3776872158050537,30,1,3.6223244667053223,18,,,,1,0.5902979373931885,30,1,1.6158850193023682,18,,,,247.939453125,224.4375,
128,1,2.9958713054656982,31,1,5.018486499786377,16,,,,1,0.7431585788726807,31,1,2.5143847465515137,16,,,,255.984375,202.40625,
256,1,3.915400266647339,32,1,7.573185920715332,15,,,,1,0.931138277053833,32,1,4.444031000137329,15,,,,263.9959716796875,191.25,
512,1,5.274537563323975,32,1,12.317528009414673,14,,,,1,1.2013554573059082,32,1,7.7018208503723145,14,,,,263.9989929199219,179.6484375,
1024,1,10.95087456703186,33,1,22.11974787712097,13,,,,1,2.193557024002075,33,1,12.875172853469849,13,,,,271.99974060058594,167.8359375,
2048,1,32.66049122810364,33,1,51.49878644943237,12,,,,1,5.751332759857178,33,1,24.585525274276733,12,,,,271.9999351501465,155.923828125,
16,,,,,,,1,0.20081186294555664,200,,,,,,,1,0.03858780860900879,200,,,201.0
21,,,,,,,1,0.3052065372467041,300,,,,,,,1,0.04310345649719238,300,,,301.0
27,,,,,,,1,0.2207639217376709,600,,,,,,,1,0.05668210983276367,600,,,601.0
35,,,,,,,1,0.23096561431884766,800,,,,,,,1,0.06502962112426758,800,,,801.0
46,,,,,,,1,0.37374067306518555,1600,,,,,,,1,0.10141158103942871,1600,,,1601.0
60,,,,,,,1,0.4369471073150635,2800,,,,,,,1,0.15691590309143066,2800,,,2801.0
78,,,,,,,1,0.5361278057098389,4600,,,,,,,1,0.23931002616882324,4600,,,4601.0
101,,,,,,,1,0.6046750545501709,7800,,,,,,,1,0.384279727935791,7800,,,7801.0
131,,,,,,,1,0.9057877063751221,13400,,,,,,,1,0.6390399932861328,13400,,,13401.0
170,,,,,,,1,1.6985368728637695,22400,,,,,,,1,1.2498722076416016,22400,,,22401.0
221,,,,,,,1,3.563180685043335,38000,,,,,,,1,3.0938050746917725,38000,,,38001.0
287,,,,,,,1,8.61201810836792,64200,,,,,,,1,7.759821891784668,64200,,,64201.0
373,,,,,,,1,23.92229986190796,108600,,,,,,,1,22.849656343460083,108600,,,108601.0
485,,,,,,,1,63.968321323394775,183600,,,,,,,1,62.49425792694092,183600,,,183601.0
630,,,,,,,1,179.7874972820282,310000,,,,,,,1,177.35267806053162,310000,,,310001.0
16,1,1.403855800628662,19,1,1.9587833881378174,18,,,,1,0.3070235252380371,19,1,0.6082534790039062,18,,,,159.375,213.75,
32,1,1.9570660591125488,27,1,2.6474034786224365,20,,,,1,0.44440197944641113,27,1,1.0181655883789062,20,,,,223.78125,244.125,
64,1,2.378525495529175,30,1,3.6255903244018555,18,,,,1,0.5914230346679688,30,1,1.683058738708496,18,,,,247.939453125,224.4375,
128,1,3.007383108139038,31,1,4.884423017501831,16,,,,1,0.7437851428985596,31,1,2.5602996349334717,16,,,,255.984375,202.40625,
256,1,3.910874605178833,32,1,7.646995544433594,15,,,,1,0.9190187454223633,32,1,4.535008907318115,15,,,,263.9959716796875,191.25,
512,1,5.288566827774048,32,1,12.13045334815979,14,,,,1,1.2091689109802246,32,1,7.5802388191223145,14,,,,263.9989929199219,179.6484375,
1024,1,11.21039366722107,33,1,23.071396827697754,13,,,,1,2.131646156311035,33,1,13.868578910827637,13,,,,271.99974060058594,167.8359375,
2048,1,31.594475269317627,33,1,52.00632643699646,12,,,,1,5.679974555969238,33,1,24.888420343399048,12,,,,271.9999351501465,155.923828125,
16,,,,,,,1,0.2997777462005615,200,,,,,,,1,0.03742384910583496,200,,,201.0
21,,,,,,,1,0.3057725429534912,300,,,,,,,1,0.04279828071594238,300,,,301.0
27,,,,,,,1,0.3197951316833496,600,,,,,,,1,0.05682873725891113,600,,,601.0
35,,,,,,,1,0.23255586624145508,800,,,,,,,1,0.06569051742553711,800,,,801.0
46,,,,,,,1,0.27116870880126953,1600,,,,,,,1,0.10109353065490723,1600,,,1601.0
60,,,,,,,1,0.44043731689453125,2800,,,,,,,1,0.15786242485046387,2800,,,2801.0
78,,,,,,,1,0.538292646408081,4600,,,,,,,1,0.24097609519958496,4600,,,4601.0
101,,,,,,,1,0.7059717178344727,7800,,,,,,,1,0.3863661289215088,7800,,,7801.0
131,,,,,,,1,0.9038741588592529,13400,,,,,,,1,0.6314458847045898,13400,,,13401.0
170,,,,,,,1,1.6881611347198486,22400,,,,,,,1,1.2492589950561523,22400,,,22401.0
221,,,,,,,1,3.5562222003936768,38000,,,,,,,1,3.093295097351074,38000,,,38001.0
287,,,,,,,1,8.506242513656616,64200,,,,,,,1,7.7573206424713135,64200,,,64201.0
373,,,,,,,1,23.89693307876587,108600,,,,,,,1,22.849520206451416,108600,,,108601.0
485,,,,,,,1,64.03750729560852,183600,,,,,,,1,62.48976540565491,183600,,,183601.0
630,,,,,,,1,179.68581557273865,310000,,,,,,,1,177.36405515670776,310000,,,310001.0
16,1,1.4081480503082275,19,1,1.968503713607788,18,,,,1,0.31047987937927246,19,1,0.5924599170684814,18,,,,159.375,213.75,
32,1,1.9496617317199707,27,1,2.679082155227661,20,,,,1,0.4509308338165283,27,1,1.0292224884033203,20,,,,223.78125,244.125,
64,1,2.3990111351013184,30,1,3.6726653575897217,18,,,,1,0.5966572761535645,30,1,1.5999889373779297,18,,,,247.939453125,224.4375,
128,1,3.0163650512695312,31,1,5.044598340988159,16,,,,1,0.7450835704803467,31,1,2.687373638153076,16,,,,255.984375,202.40625,
256,1,3.9254097938537598,32,1,7.849199056625366,15,,,,1,0.9800958633422852,32,1,4.528669118881226,15,,,,263.9959716796875,191.25,
512,1,5.260092735290527,32,1,12.617360830307007,14,,,,1,1.2003920078277588,32,1,7.7593467235565186,14,,,,263.9989929199219,179.6484375,
1024,1,10.881404876708984,33,1,22.53171133995056,13,,,,1,2.1348438262939453,33,1,13.424465894699097,13,,,,271.99974060058594,167.8359375,
2048,1,31.92924690246582,33,1,52.28105568885803,12,,,,1,5.68074107170105,33,1,25.636961936950684,12,,,,271.9999351501465,155.923828125,
16,,,,,,,1,0.2936244010925293,200,,,,,,,1,0.03783822059631348,200,,,201.0
21,,,,,,,1,0.2034008502960205,300,,,,,,,1,0.04170799255371094,300,,,301.0
27,,,,,,,1,0.32111024856567383,600,,,,,,,1,0.05591106414794922,600,,,601.0
35,,,,,,,1,0.23409152030944824,800,,,,,,,1,0.06614303588867188,800,,,801.0
46,,,,,,,1,0.37949633598327637,1600,,,,,,,1,0.10194921493530273,1600,,,1601.0
60,,,,,,,1,0.3387022018432617,2800,,,,,,,1,0.155686616897583,2800,,,2801.0
78,,,,,,,1,0.5338971614837646,4600,,,,,,,1,0.23734784126281738,4600,,,4601.0
101,,,,,,,1,0.69803786277771,7800,,,,,,,1,0.3811511993408203,7800,,,7801.0
131,,,,,,,1,0.9882032871246338,13400,,,,,,,1,0.6318004131317139,13400,,,13401.0
170,,,,,,,1,1.602820634841919,22400,,,,,,,1,1.2490284442901611,22400,,,22401.0
221,,,,,,,1,3.6412622928619385,38000,,,,,,,1,3.0923478603363037,38000,,,38001.0
287,,,,,,,1,8.569065570831299,64200,,,,,,,1,7.760123252868652,64200,,,64201.0
373,,,,,,,1,23.898229837417603,108600,,,,,,,1,22.85331392288208,108600,,,108601.0
485,,,,,,,1,64.04788327217102,183600,,,,,,,1,62.49226784706116,183600,,,183601.0
630,,,,,,,1,179.75613975524902,310000,,,,,,,1,177.3468873500824,310000,,,310001.0
16,1,1.4124953746795654,19,1,1.9584381580352783,18,,,,1,0.3112034797668457,19,1,0.5894923210144043,18,,,,159.375,213.75,
32,1,1.956763744354248,27,1,2.6692452430725098,20,,,,1,0.44887566566467285,27,1,1.0184688568115234,20,,,,223.78125,244.125,
64,1,2.457979440689087,30,1,3.6488146781921387,18,,,,1,0.6152524948120117,30,1,1.6431434154510498,18,,,,247.939453125,224.4375,
128,1,2.989122152328491,31,1,4.988606214523315,16,,,,1,0.7377827167510986,31,1,2.633185625076294,16,,,,255.984375,202.40625,
256,1,3.9163577556610107,32,1,7.7590649127960205,15,,,,1,0.927201509475708,32,1,4.3259241580963135,15,,,,263.9959716796875,191.25,
512,1,5.298978805541992,32,1,12.399241924285889,14,,,,1,1.2006721496582031,32,1,7.865023136138916,14,,,,263.9989929199219,179.6484375,
1024,1,11.057783842086792,33,1,22.984546899795532,13,,,,1,2.132875680923462,33,1,13.866825103759766,13,,,,271.99974060058594,167.8359375,
2048,1,32.23359131813049,33,1,50.28005266189575,12,,,,1,5.683271884918213,33,1,23.795352935791016,12,,,,271.9999351501465,155.923828125,
16,,,,,,,1,0.29904818534851074,200,,,,,,,1,0.03833723068237305,200,,,201.0
21,,,,,,,1,0.30184459686279297,300,,,,,,,1,0.042790889739990234,300,,,301.0
